date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,zipcode,was_renovated,effective_year,house_age,age_effective,price_per_sqft
2014-06-04,545000.0,5.0,2.5,2730,17240,1.0,0,0,5,1660,1070,1958,,Kenmore,98028,0,1958,56,56,199.63369963369962
2014-06-04,285000.0,3.0,2.5,2437,5136,2.0,0,0,3,2437,0,2011,,Auburn,98002,0,2011,3,3,116.9470660648338
2014-06-04,648000.0,4.0,2.5,3290,6203,2.0,0,0,3,3290,0,2008,,Snoqualmie,98065,0,2008,6,6,196.96048632218844
2014-06-04,610000.0,4.0,3.5,2910,5260,2.0,0,0,3,2910,0,2012,,Snoqualmie,98065,0,2012,2,2,209.62199312714776
2014-06-04,767450.0,3.0,2.0,1630,7599,1.0,0,0,3,1630,0,2006,,Seattle,98117,0,2006,8,8,470.8282208588957
2014-06-04,765000.0,4.0,3.0,4410,5104,2.0,0,0,3,3400,1010,2006,,Snoqualmie,98065,0,2006,8,8,173.46938775510205
2014-06-04,586500.0,3.0,2.5,1780,1487,3.0,0,0,3,1600,180,2006,,Seattle,98103,0,2006,8,8,329.4943820224719
2014-06-04,520000.0,3.0,3.25,1540,1487,2.0,0,0,3,1540,0,2011,,Issaquah,98029,0,2011,3,3,337.6623376623377
2014-06-04,455000.0,3.0,1.75,1420,1189,3.0,0,0,3,1420,0,2006,,Seattle,98103,0,2006,8,8,320.4225352112676
2014-06-05,653000.0,3.0,2.5,2680,9750,1.0,0,0,4,1610,1070,1979,,Kirkland,98034,0,1979,35,35,243.65671641791045
2014-06-05,279950.0,3.0,2.0,1750,9750,1.0,0,0,3,1350,400,1961,,Des Moines,98198,0,1961,53,53,159.97142857142856
2014-06-05,449950.0,3.0,2.5,2170,4912,2.0,0,0,3,2170,0,2003,,Kenmore,98028,0,2003,11,11,207.35023041474653
2014-06-05,565000.0,3.0,2.75,2390,9966,1.0,0,0,5,1360,1030,1977,,Bellevue,98006,0,1977,37,37,236.40167364016736
2014-06-05,620000.0,4.0,2.25,2400,5350,1.5,0,0,4,1460,940,1929,,Seattle,98117,0,1929,85,85,258.3333333333333
2014-06-05,269000.0,3.0,1.0,1690,4250,1.0,0,0,3,1020,670,1967,,Seattle,98178,0,1967,47,47,159.1715976331361
2014-06-05,875000.0,3.0,3.5,3250,6000,2.0,0,0,3,2500,750,2001,,Seattle,98136,0,2001,13,13,269.2307692307692
2014-06-05,630000.0,4.0,3.75,4610,40202,1.0,0,0,4,2500,2110,1980,,Issaquah,98027,0,1980,34,34,136.65943600867678
2014-06-05,425000.0,4.0,2.75,2440,15349,2.0,0,1,4,2440,0,1957,,Des Moines,98198,0,1957,57,57,174.18032786885246
2014-06-05,647500.0,3.0,1.75,1290,3870,1.0,0,0,5,1290,0,1916,,Seattle,98144,0,1916,98,98,501.93798449612405
2014-06-05,450000.0,4.0,1.0,2000,4676,1.5,0,0,3,1250,750,1916,1986.0,Seattle,98118,1,1986,98,28,225.0
2014-06-05,440000.0,3.0,1.0,1050,7500,1.0,0,0,3,1050,0,1900,,Seattle,98136,0,1900,114,114,419.04761904761904
2014-06-05,445000.0,4.0,2.5,2340,3784,2.0,0,0,3,2340,0,2008,,Seattle,98106,0,2008,6,6,190.17094017094018
2014-06-05,530000.0,4.0,2.25,2210,7665,2.0,0,0,4,2210,0,1968,,Bellevue,98006,0,1968,46,46,239.81900452488688
2014-06-05,875000.0,5.0,2.5,2920,5568,2.0,0,0,3,2320,600,1906,,Seattle,98112,0,1906,108,108,299.6575342465753
2014-06-05,685000.0,3.0,2.75,3150,219978,2.0,0,0,4,3000,150,1990,,Preston,98050,0,1990,24,24,217.46031746031747
2014-06-05,798000.0,3.0,3.5,3590,6402,2.0,0,0,3,3590,0,1999,,Sammamish,98074,0,1999,15,15,222.2841225626741
2014-06-05,297500.0,4.0,2.5,1910,5000,2.0,0,0,3,1910,0,2005,,Maple Valley,98038,0,2005,9,9,155.7591623036649
2014-06-05,749950.0,4.0,2.75,3110,35235,2.0,0,0,4,3110,0,1983,,Woodinville,98072,0,1983,31,31,241.14147909967846
2014-06-05,495000.0,5.0,3.0,2440,4750,1.0,0,0,3,1450,990,2006,,Seattle,98108,0,2006,8,8,202.86885245901638
2014-06-05,540000.0,4.0,2.25,1330,8400,1.5,0,0,3,1330,0,1962,,Bellevue,98005,0,1962,52,52,406.01503759398497
2014-06-05,395000.0,3.0,1.75,1460,22651,1.0,0,0,4,1460,0,1961,,Issaquah,98027,0,1961,53,53,270.54794520547944
2014-06-05,1300000.0,6.0,4.5,3902,3880,3.0,0,4,4,2782,1120,1977,,Seattle,98116,0,1977,37,37,333.1624807790877
2014-06-05,1075000.0,5.0,4.75,5180,17811,2.0,0,2,3,4070,1110,2001,,Snoqualmie,98065,0,2001,13,13,207.52895752895753
2014-06-05,214100.0,2.0,2.5,1150,2064,2.0,0,0,3,1150,0,2004,,Auburn,98001,0,2004,10,10,186.17391304347825
2014-06-05,210000.0,4.0,1.5,1920,10403,1.0,0,0,3,1370,550,1959,,Federal Way,98023,0,1959,55,55,109.375
2014-06-05,499500.0,3.0,2.5,2520,53143,1.5,0,0,3,2520,0,1988,,Duvall,98019,0,1988,26,26,198.21428571428572
2014-06-05,546000.0,2.0,1.0,970,3400,1.0,0,0,3,970,0,1924,,Seattle,98109,0,1924,90,90,562.8865979381443
2014-06-05,292000.0,5.0,2.5,2490,7666,1.0,0,0,4,1490,1000,1989,,Kent,98031,0,1989,25,25,117.26907630522088
2014-06-05,289000.0,3.0,2.0,1680,8424,1.0,0,0,3,1680,0,1993,,Enumclaw,98022,0,1993,21,21,172.02380952380952
2014-06-05,240000.0,3.0,1.0,1150,4825,1.0,0,0,4,1150,0,1957,,Issaquah,98027,0,1957,57,57,208.69565217391303
2014-06-05,395000.0,4.0,3.0,1980,7931,1.0,0,0,4,1160,820,1983,,Shoreline,98133,0,1983,31,31,199.4949494949495
2014-06-05,795000.0,4.0,2.25,2070,13084,1.0,0,0,4,1700,370,1967,,Mercer Island,98040,0,1967,47,47,384.05797101449275
2014-06-05,955000.0,4.0,4.25,5660,193593,2.0,0,0,3,4100,1560,2001,,Duvall,98019,0,2001,13,13,168.72791519434628
2014-06-05,725000.0,4.0,2.75,2420,10962,1.0,0,0,3,1530,890,1977,,Bellevue,98007,0,1977,37,37,299.58677685950414
2014-06-05,335000.0,4.0,2.5,2610,4781,2.0,0,0,3,2610,0,2009,,Auburn,98001,0,2009,5,5,128.35249042145594
2014-06-05,492000.0,4.0,3.75,2810,10840,2.0,0,2,4,2070,740,1994,,North Bend,98045,0,1994,20,20,175.08896797153025
2014-06-05,250000.0,3.0,2.5,1510,10384,1.0,0,0,2,1030,480,1976,,Woodinville,98077,0,1976,38,38,165.56291390728478
2014-06-05,700000.0,3.0,1.75,1910,4800,1.0,0,0,3,1080,830,1959,,Seattle,98103,0,1959,55,55,366.4921465968586
2014-06-05,545000.0,3.0,1.75,1700,51649,1.5,0,0,5,1700,0,1931,,Renton,98059,0,1931,83,83,320.5882352941176
2014-06-05,555000.0,4.0,2.75,2020,10720,1.0,0,0,4,1420,600,1976,,Redmond,98052,0,1976,38,38,274.7524752475247
2014-06-05,640000.0,3.0,1.75,2340,4206,1.0,0,0,5,1170,1170,1917,,Seattle,98144,0,1917,97,97,273.5042735042735
2014-06-05,390000.0,3.0,2.0,1463,868,3.0,0,0,3,1463,0,2003,,Seattle,98115,0,2003,11,11,266.57552973342445
2014-06-05,466500.0,3.0,1.0,1430,3840,1.0,0,0,3,950,480,1945,,Seattle,98117,0,1945,69,69,326.2237762237762
2014-06-05,372500.0,3.0,1.5,1180,12324,1.0,0,0,3,800,380,1981,,Sammamish,98074,0,1981,33,33,315.6779661016949
2014-06-05,1800000.0,5.0,4.5,4400,15580,2.0,0,0,3,3390,1010,2003,,Bellevue,98004,0,2003,11,11,409.09090909090907
2014-06-05,255000.0,3.0,2.5,1610,6176,2.0,0,0,3,1610,0,1994,,Kent,98030,0,1994,20,20,158.38509316770185
2014-06-05,466800.0,3.0,2.5,1480,14250,2.0,0,0,3,1480,0,1996,,Kirkland,98033,0,1996,18,18,315.4054054054054
2014-06-05,749000.0,3.0,2.5,2670,10338,2.0,0,0,3,2670,0,1987,,Bellevue,98007,0,1987,27,27,280.5243445692884
2014-06-05,610000.0,4.0,1.75,1830,29110,2.0,0,0,3,1230,600,1990,,Mercer Island,98040,0,1990,24,24,333.3333333333333
2014-06-05,356000.0,2.0,1.0,920,4095,1.0,0,0,4,920,0,1914,,Seattle,98118,0,1914,100,100,386.95652173913044
2014-06-05,165000.0,3.0,1.0,1150,19200,1.0,0,0,4,1150,0,1908,,Auburn,98001,0,1908,106,106,143.47826086956522
2014-06-05,229000.0,2.0,1.0,1190,7408,1.0,0,0,3,830,360,1941,,Seattle,98168,0,1941,73,73,192.43697478991598
2014-06-05,530000.0,4.0,3.25,4160,35654,2.0,0,0,3,2760,1400,1973,,Issaquah,98027,0,1973,41,41,127.40384615384616
2014-06-05,499950.0,3.0,2.5,2370,12753,2.0,0,0,3,2370,0,2001,,Duvall,98019,0,2001,13,13,210.9493670886076
2014-06-05,619000.0,4.0,1.75,1660,3800,1.5,0,0,3,1660,0,1926,,Seattle,98115,0,1926,88,88,372.89156626506025
2014-06-05,547000.0,3.0,2.5,1480,8381,1.0,0,0,4,1480,0,1968,,Seattle,98125,0,1968,46,46,369.5945945945946
2014-06-05,359800.0,4.0,2.5,2390,6426,2.0,0,0,3,2390,0,1999,,Auburn,98092,0,1999,15,15,150.5439330543933
2014-06-05,499000.0,3.0,3.5,1690,1432,2.0,0,0,3,1360,330,2008,,Seattle,98199,0,2008,6,6,295.26627218934914
2014-06-05,189000.0,3.0,1.0,1010,7560,1.0,0,0,3,1010,0,1958,,Renton,98058,0,1958,56,56,187.12871287128712
2014-06-05,799000.0,4.0,3.5,3500,8547,2.0,0,0,3,2500,1000,1994,,Bellevue,98006,0,1994,20,20,228.28571428571428
2014-06-05,257000.0,4.0,2.75,2330,7642,1.0,0,0,3,1800,530,1990,,Federal Way,98023,0,1990,24,24,110.30042918454936
2014-06-05,270000.0,3.0,1.5,1890,9450,1.0,0,0,3,1090,800,1957,,Burien,98146,0,1957,57,57,142.85714285714286
2014-06-05,453500.0,4.0,1.75,2000,6032,1.0,0,2,3,1300,700,1959,,Seattle,98146,0,1959,55,55,226.75
2014-06-05,237000.0,3.0,1.0,1130,10650,1.0,0,0,3,1130,0,1954,,SeaTac,98188,0,1954,60,60,209.73451327433628
2014-06-05,456000.0,4.0,1.75,1670,9886,1.0,0,0,5,1670,0,1947,,Seattle,98125,0,1947,67,67,273.05389221556885
2014-06-05,355500.0,3.0,2.5,2600,5540,2.0,0,0,3,2600,0,2004,,Maple Valley,98038,0,2004,10,10,136.73076923076923
2014-06-05,299950.0,4.0,1.75,1560,31299,1.0,0,0,4,1560,0,1965,,Auburn,98092,0,1965,49,49,192.27564102564102
2014-06-05,335000.0,3.0,2.0,1170,5360,1.0,0,0,3,1170,0,1919,,Seattle,98106,0,1919,95,95,286.3247863247863
2014-06-05,268500.0,4.0,2.5,2100,4237,2.0,0,0,3,2100,0,2006,,Kent,98031,0,2006,8,8,127.85714285714286
2014-06-05,385000.0,3.0,2.25,1710,11500,1.0,0,0,3,1210,500,1978,,Kenmore,98028,0,1978,36,36,225.14619883040936
2014-06-05,376000.0,4.0,2.75,2420,5773,2.0,0,0,3,2420,0,2005,,Maple Valley,98038,0,2005,9,9,155.37190082644628
2014-06-05,605004.0,4.0,2.0,1370,4000,2.0,0,0,3,1370,0,1951,1994.0,Seattle,98199,1,1994,63,20,441.6087591240876
2014-06-05,886000.0,4.0,2.0,2660,3900,1.5,0,0,4,1480,1180,1923,,Seattle,98112,0,1923,91,91,333.0827067669173
2014-06-05,560000.0,4.0,2.5,2260,3713,2.0,0,0,3,2260,0,2003,,Kirkland,98034,0,2003,11,11,247.78761061946904
2014-06-05,343000.0,4.0,2.5,2070,4500,2.0,0,0,3,2070,0,2004,,Maple Valley,98038,0,2004,10,10,165.70048309178745
2014-06-05,1415000.0,4.0,5.25,4670,43950,2.0,0,0,3,4670,0,1989,,Bellevue,98006,0,1989,25,25,302.9978586723769
2014-06-05,270000.0,3.0,1.0,1500,13500,1.0,0,0,4,1500,0,1968,,Renton,98059,0,1968,46,46,180.0
2014-06-05,411605.0,4.0,2.5,2658,3960,2.0,0,0,3,2658,0,2014,,Auburn,98092,0,2014,0,0,154.85515425131678
2014-06-05,550000.0,4.0,2.5,2700,5150,2.0,0,0,3,2700,0,2007,,Renton,98059,0,2007,7,7,203.7037037037037
2014-06-05,465000.0,3.0,2.25,1530,1245,2.0,0,0,3,1050,480,2014,,Seattle,98122,0,2014,0,0,303.921568627451
2014-06-05,584000.0,3.0,2.5,1480,1485,2.0,0,0,3,1280,200,2007,,Seattle,98102,0,2007,7,7,394.5945945945946
2014-06-05,275000.0,3.0,3.0,1390,1080,2.0,0,0,3,1140,250,2006,,Seattle,98118,0,2006,8,8,197.84172661870502
2014-06-05,324500.0,3.0,2.5,1660,3990,2.0,0,0,3,1660,0,2009,,Seattle,98118,0,2009,5,5,195.48192771084337
2014-06-05,700000.0,3.0,2.5,2050,4185,2.0,0,0,3,2050,0,2011,,Seattle,98117,0,2011,3,3,341.4634146341463
2014-06-06,385200.0,4.0,1.0,1550,7740,1.5,0,0,3,1550,0,1954,,Seattle,98126,0,1954,60,60,248.51612903225808
2014-06-06,270000.0,4.0,2.25,1900,8600,1.0,0,0,4,1900,0,1975,,Federal Way,98023,0,1975,39,39,142.10526315789474
2014-06-06,735000.0,4.0,2.5,2820,6180,2.0,0,0,3,2050,770,2013,,Seattle,98118,0,2013,1,1,260.63829787234044
2014-06-06,389250.0,2.0,1.5,1490,4080,1.0,0,0,3,930,560,1956,,Seattle,98126,0,1956,58,58,261.241610738255
2014-06-06,315000.0,3.0,1.5,1750,12500,1.0,0,0,3,1150,600,1954,,Fall City,98024,0,1954,60,60,180.0
2014-06-06,545000.0,4.0,2.5,2040,6034,2.0,0,0,3,2040,0,1990,,Seattle,98115,0,1990,24,24,267.15686274509807
2014-06-06,550000.0,3.0,1.5,1900,5000,1.5,0,0,3,1640,260,1926,,Seattle,98115,0,1926,88,88,289.4736842105263
2014-06-06,415000.0,3.0,1.75,1910,12596,1.0,0,0,3,1340,570,1977,,Woodinville,98072,0,1977,37,37,217.27748691099475
2014-06-06,387500.0,3.0,1.0,1560,14333,1.0,0,0,4,1560,0,1953,,Normandy Park,98166,0,1953,61,61,248.39743589743588
2014-06-06,432000.0,3.0,1.75,1470,6250,1.0,0,3,4,1070,400,1939,,Lake Forest Park,98155,0,1939,75,75,293.8775510204082
2014-06-06,402000.0,3.0,2.5,2700,9994,1.0,0,3,4,1350,1350,1959,,Des Moines,98198,0,1959,55,55,148.88888888888889
2014-06-06,1035000.0,4.0,3.25,3450,11240,2.0,0,3,4,2430,1020,1960,2001.0,Burien,98166,1,2001,54,13,300.0
2014-06-06,294700.0,3.0,2.0,1970,9600,1.0,0,0,4,1300,670,1967,,Federal Way,98003,0,1967,47,47,149.59390862944161
2014-06-06,744000.0,3.0,2.5,2670,12187,2.0,0,0,3,2670,0,1986,,Redmond,98052,0,1986,28,28,278.65168539325845
2014-06-06,715000.0,3.0,2.5,2550,13458,2.0,0,0,3,2550,0,1990,,Bellevue,98006,0,1990,24,24,280.3921568627451
2014-06-06,500000.0,4.0,1.0,1720,4011,1.5,0,0,4,1720,0,1904,,Seattle,98107,0,1904,110,110,290.69767441860466
2014-06-06,1300000.0,4.0,4.0,4270,6002,2.0,0,3,3,3180,1090,2004,,Issaquah,98029,0,2004,10,10,304.4496487119438
2014-06-06,1150000.0,3.0,1.5,2170,16600,1.0,1,2,3,1130,1040,1979,,Redmond,98052,0,1979,35,35,529.9539170506912
2014-06-06,650000.0,4.0,2.5,2840,9354,2.0,0,0,3,2840,0,1990,,Sammamish,98074,0,1990,24,24,228.8732394366197
2014-06-06,435000.0,4.0,2.75,3270,50994,2.0,0,0,4,2720,550,1983,,Kent,98042,0,1983,31,31,133.0275229357798
2014-06-06,510000.0,3.0,1.75,1480,7040,1.0,0,0,3,1480,0,1974,,Kirkland,98033,0,1974,40,40,344.5945945945946
2014-06-06,525000.0,5.0,2.75,2440,8000,1.0,0,0,4,1240,1200,1972,,Kirkland,98034,0,1972,42,42,215.1639344262295
2014-06-06,920000.0,4.0,2.75,2880,5750,1.5,0,0,5,1710,1170,1928,,Seattle,98116,0,1928,86,86,319.44444444444446
2014-06-06,200000.0,2.0,1.0,1730,9610,1.0,0,0,3,1380,350,1962,,Auburn,98001,0,1962,52,52,115.60693641618496
2014-06-06,435000.0,2.0,1.0,1260,4080,1.5,0,0,5,1260,0,1926,,Seattle,98115,0,1926,88,88,345.23809523809524
2014-06-06,809950.0,4.0,2.0,2230,9900,1.5,0,0,5,2230,0,1959,,Bellevue,98005,0,1959,55,55,363.2062780269058
2014-06-06,1370000.0,2.0,2.25,2460,16940,1.5,0,4,4,1930,530,1936,,Seattle,98117,0,1936,78,78,556.910569105691
2014-06-06,455000.0,4.0,1.75,2050,94525,1.0,0,0,4,1250,800,1959,,Renton,98058,0,1959,55,55,221.9512195121951
2014-06-06,471000.0,3.0,2.5,2030,2805,2.0,0,0,3,1720,310,2001,,Issaquah,98027,0,2001,13,13,232.01970443349754
2014-06-06,253500.0,2.0,1.0,810,4800,1.0,0,0,3,810,0,1948,,Seattle,98126,0,1948,66,66,312.962962962963
2014-06-06,185000.0,3.0,1.0,1840,8100,1.0,0,0,4,920,920,1953,,Burien,98166,0,1953,61,61,100.54347826086956
2014-06-06,535500.0,3.0,1.5,1730,40250,2.0,0,0,4,1730,0,1983,,Woodinville,98072,0,1983,31,31,309.53757225433526
2014-06-06,835000.0,2.0,2.0,2280,6815,1.0,0,0,3,2280,0,2002,,Redmond,98053,0,2002,12,12,366.2280701754386
2014-06-06,589500.0,4.0,2.5,2630,6326,2.0,0,0,3,2630,0,2008,,Snoqualmie,98065,0,2008,6,6,224.14448669201522
2014-06-06,680000.0,3.0,2.25,2270,23900,1.0,0,0,3,1820,450,1975,,Shoreline,98177,0,1975,39,39,299.5594713656388
2014-06-06,360000.0,3.0,1.75,1020,7020,1.5,0,0,4,1020,0,1953,,Shoreline,98155,0,1953,61,61,352.94117647058823
2014-06-06,595000.0,4.0,2.5,1990,2175,2.0,0,0,3,1680,310,2005,,Seattle,98107,0,2005,9,9,298.99497487437185
2014-06-06,300000.0,4.0,2.5,2680,15508,2.0,0,0,3,2680,0,1999,,Federal Way,98023,0,1999,15,15,111.94029850746269
2014-06-06,660000.0,3.0,1.75,1980,3300,1.5,0,0,4,1140,840,1926,,Seattle,98115,0,1926,88,88,333.3333333333333
2014-06-06,570000.0,3.0,2.5,2400,6975,2.0,0,0,3,2400,0,1993,,Newcastle,98056,0,1993,21,21,237.5
2014-06-06,285000.0,2.0,1.0,780,5000,1.0,0,0,4,780,0,1943,,Seattle,98146,0,1943,71,71,365.38461538461536
2014-06-06,435000.0,3.0,2.0,980,5000,1.0,0,0,3,980,0,1940,,Seattle,98144,0,1940,74,74,443.8775510204082
2014-06-06,160000.0,3.0,1.0,1210,103237,1.0,0,0,2,1210,0,1918,1960.0,Vashon,98070,1,1960,96,54,132.23140495867767
2014-06-06,805000.0,5.0,2.5,4600,19831,1.0,0,3,3,2300,2300,1956,2013.0,Shoreline,98177,1,2013,58,1,175.0
2014-06-06,450000.0,3.0,2.5,1480,1961,2.0,0,0,3,1480,0,2005,,Issaquah,98029,0,2005,9,9,304.05405405405406
2014-06-06,510000.0,4.0,1.5,1320,14250,1.0,0,0,4,1320,0,1954,,Kirkland,98033,0,1954,60,60,386.3636363636364
2014-06-06,1120000.0,5.0,2.75,4400,18500,1.0,0,3,5,2250,2150,1963,,Kenmore,98028,0,1963,51,51,254.54545454545453
2014-06-06,1280000.0,4.0,3.5,3010,3600,2.0,0,0,3,2370,640,1999,,Seattle,98112,0,1999,15,15,425.24916943521595
2014-06-06,539000.0,3.0,2.0,2260,9568,1.0,0,0,3,1780,480,1985,,Sammamish,98074,0,1985,29,29,238.49557522123894
2014-06-06,407193.0,4.0,2.0,1880,14653,2.0,0,0,3,1880,0,1978,,Carnation,98014,0,1978,36,36,216.59202127659574
2014-06-06,320000.0,3.0,1.75,1370,9900,1.0,0,0,4,1370,0,1983,,Milton,98354,0,1983,31,31,233.57664233576642
2014-06-06,739000.0,4.0,3.0,2720,3800,2.0,0,0,5,1800,920,1919,,Seattle,98115,0,1919,95,95,271.69117647058823
2014-06-06,452000.0,2.0,1.75,1740,5400,1.0,0,0,4,990,750,1946,,Seattle,98115,0,1946,68,68,259.7701149425287
2014-06-06,600000.0,4.0,2.5,2560,5593,2.0,0,0,3,2560,0,2001,,Redmond,98053,0,2001,13,13,234.375
2014-06-06,279000.0,5.0,2.5,2690,5557,2.0,0,0,3,2690,0,2012,,Seattle,98178,0,2012,2,2,103.71747211895911
2014-06-06,895000.0,4.0,3.0,3240,5562,2.0,0,0,3,3240,0,2013,,Sammamish,98075,0,2013,1,1,276.2345679012346
2014-06-06,585000.0,4.0,2.5,2430,4747,2.0,0,0,3,2430,0,2008,,Issaquah,98027,0,2008,6,6,240.74074074074073
2014-06-06,405000.0,2.0,2.0,1405,1073,2.0,0,0,3,1140,265,2007,,Seattle,98122,0,2007,7,7,288.2562277580071
2014-06-06,837219.0,5.0,2.75,3030,7679,2.0,0,0,3,3030,0,2014,,Sammamish,98075,0,2014,0,0,276.30990099009904
2014-06-06,969990.0,4.0,2.5,4150,8436,2.0,0,0,3,4150,0,2014,,Sammamish,98075,0,2014,0,0,233.73253012048193
2014-06-07,490000.0,3.0,3.0,1730,2940,3.0,0,0,3,1730,0,1985,,Seattle,98117,0,1985,29,29,283.2369942196532
2014-06-07,611000.0,6.0,2.5,3820,53173,1.0,0,0,4,2040,1780,1974,,Issaquah,98027,0,1974,40,40,159.9476439790576
2014-06-07,462000.0,4.0,2.5,3070,6432,2.0,0,0,3,3070,0,2006,,Renton,98055,0,2006,8,8,150.4885993485342
2014-06-08,540000.0,4.0,2.5,1780,4169,2.0,0,0,3,1780,0,1994,,Issaquah,98029,0,1994,20,20,303.3707865168539
2014-06-08,260000.0,4.0,2.5,1811,4381,2.0,0,0,3,1811,0,2007,,Renton,98055,0,2007,7,7,143.5670900055218
2014-06-08,510000.0,4.0,2.25,2450,62290,2.0,0,0,3,2450,0,1976,,Woodinville,98077,0,1976,38,38,208.16326530612244
2014-06-08,567500.0,3.0,2.5,2300,7398,2.0,0,0,3,2300,0,2001,,Snoqualmie,98065,0,2001,13,13,246.7391304347826
2014-06-08,445000.0,2.0,1.0,1440,3225,1.0,0,0,3,960,480,1915,,Seattle,98103,0,1915,99,99,309.02777777777777
2014-06-08,684680.0,4.0,2.25,2370,9360,2.0,0,0,4,2370,0,1979,,Redmond,98052,0,1979,35,35,288.8945147679325
2014-06-08,2700000.0,4.0,3.25,4420,7850,2.0,1,4,3,3150,1270,2001,,Bellevue,98008,0,2001,13,13,610.8597285067873
2014-06-08,455000.0,3.0,1.0,1300,3550,1.5,0,0,3,1300,0,1927,,Seattle,98105,0,1927,87,87,350.0
2014-06-08,540000.0,5.0,3.0,2870,4369,2.0,0,0,3,2090,780,2007,,Bothell,98011,0,2007,7,7,188.15331010452962
2014-06-08,530000.0,3.0,2.75,3400,7200,2.0,0,2,3,2470,930,2009,,Renton,98056,0,2009,5,5,155.88235294117646
2014-06-09,410000.0,3.0,1.0,1410,5060,1.0,0,0,4,910,500,1956,,Seattle,98133,0,1956,58,58,290.78014184397165
2014-06-09,450000.0,3.0,1.75,1640,13500,1.0,0,0,3,1110,530,1940,,Seattle,98125,0,1940,74,74,274.390243902439
2014-06-09,609900.0,4.0,2.5,3190,7399,2.0,0,0,3,3190,0,2006,,Maple Valley,98038,0,2006,8,8,191.19122257053291
2014-06-09,648000.0,4.0,2.5,2380,13435,2.0,0,0,3,2380,0,1992,,Issaquah,98075,0,1992,22,22,272.2689075630252
2014-06-09,550000.0,3.0,2.5,2260,4165,2.0,0,0,3,2260,0,2005,,Sammamish,98075,0,2005,9,9,243.36283185840708
2014-06-09,347000.0,3.0,1.75,1240,8050,1.0,0,0,4,1240,0,1978,,Sammamish,98074,0,1978,36,36,279.83870967741933
2014-06-09,1635000.0,5.0,3.5,4220,26784,1.0,0,0,3,2110,2110,1958,2006.0,Bellevue,98004,1,2006,56,8,387.4407582938389
2014-06-09,1339000.0,4.0,2.5,4250,19387,2.0,0,2,4,3260,990,1972,,Mercer Island,98040,0,1972,42,42,315.05882352941177
2014-06-09,288350.0,3.0,1.5,1860,7963,1.0,0,0,3,1200,660,1963,,Tukwila,98188,0,1963,51,51,155.0268817204301
2014-06-09,1150000.0,3.0,2.5,2850,10474,1.0,0,0,4,1730,1120,1954,,Bellevue,98004,0,1954,60,60,403.50877192982455
2014-06-09,525000.0,3.0,3.0,2470,36445,2.0,0,0,4,2470,0,1980,,Issaquah,98027,0,1980,34,34,212.5506072874494
2014-06-09,250250.0,3.0,2.25,2210,8000,2.0,0,0,4,2210,0,1969,,Federal Way,98023,0,1969,45,45,113.23529411764706
2014-06-09,341000.0,4.0,1.75,1920,7665,1.0,0,0,4,1500,420,1975,,Renton,98058,0,1975,39,39,177.60416666666666
2014-06-09,700000.0,4.0,3.0,3150,7778,2.0,0,0,3,3150,0,2000,,Sammamish,98075,0,2000,14,14,222.22222222222223
2014-06-09,390000.0,4.0,1.75,2700,7875,1.5,0,0,4,2700,0,1968,,Renton,98058,0,1968,46,46,144.44444444444446
2014-06-09,539950.0,3.0,2.25,2190,7149,1.0,0,1,4,1240,950,1963,,Renton,98056,0,1963,51,51,246.55251141552512
2014-06-09,552000.0,2.0,2.5,1380,951,3.0,0,0,3,1380,0,2006,,Seattle,98103,0,2006,8,8,400.0
2014-06-09,250000.0,5.0,1.5,2520,5753,1.5,0,0,4,1510,1010,1928,,Enumclaw,98022,0,1928,86,86,99.2063492063492
2014-06-09,502000.0,3.0,1.75,1300,8800,1.0,0,0,4,1300,0,1963,,Bellevue,98008,0,1963,51,51,386.15384615384613
2014-06-09,480000.0,4.0,1.75,2220,6500,2.0,0,3,4,2220,0,1964,,Burien,98166,0,1964,50,50,216.21621621621622
2014-06-09,378500.0,2.0,1.0,730,7528,1.0,0,0,3,730,0,1946,,Seattle,98115,0,1946,68,68,518.4931506849315
2014-06-09,1350000.0,4.0,3.25,3300,15907,2.0,0,0,5,3300,0,1985,,Mercer Island,98040,0,1985,29,29,409.09090909090907
2014-06-09,1900000.0,4.0,3.25,4130,112521,2.0,0,0,3,4130,0,1978,,Bellevue,98005,0,1978,36,36,460.0484261501211
2014-06-09,605000.0,3.0,2.5,2670,47480,2.0,0,3,3,2670,0,1981,,Woodinville,98072,0,1981,33,33,226.59176029962546
2014-06-09,307550.0,4.0,2.5,1980,5909,2.0,0,0,3,1980,0,2003,,Kent,98031,0,2003,11,11,155.32828282828282
2014-06-09,304700.0,2.0,1.0,740,5995,1.0,0,0,4,740,0,1949,,Seattle,98133,0,1949,65,65,411.7567567567568
2014-06-09,568000.0,3.0,1.75,2050,3520,1.0,0,0,4,1070,980,1977,,Seattle,98136,0,1977,37,37,277.0731707317073
2014-06-09,385000.0,3.0,1.75,1230,7500,1.0,0,0,3,1230,0,1987,,Kirkland,98034,0,1987,27,27,313.0081300813008
2014-06-09,345000.0,3.0,2.5,1210,1420,3.0,0,0,3,1210,0,2008,,Seattle,98103,0,2008,6,6,285.12396694214874
2014-06-09,435000.0,3.0,2.25,1890,7200,1.0,0,0,4,1230,660,1973,,Seattle,98125,0,1973,41,41,230.15873015873015
