date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,address,date_raw,street,city,statezip,country,zipcode
2014-06-18,850000.0,5.0,3.5,3450,28324,1.0,0,0,5,2350,1100,1972,,"11010 108th Ave NE, Kirkland, WA 98033, USA",20140618T000000,11010 108th Ave NE,Kirkland,WA 98033,USA,98033
2014-06-18,410000.0,4.0,2.0,1970,10500,1.0,0,0,3,1820,150,1961,,"13666 17th Ave SW, Burien, WA 98166, USA",20140618T000000,13666 17th Ave SW,Burien,WA 98166,USA,98166
2014-06-18,570000.0,4.0,2.5,2290,6738,2.0,0,0,3,2290,0,1996,,"4029-4035 252nd Ave SE, Issaquah, WA 98029, USA",20140618T000000,4029-4035 252nd Ave SE,Issaquah,WA 98029,USA,98029
2014-06-18,469000.0,5.0,2.5,2240,7543,1.0,0,0,3,1140,1100,1966,,"20216 12th Ave NW, Shoreline, WA 98177, USA",20140618T000000,20216 12th Ave NW,Shoreline,WA 98177,USA,98177
2014-06-18,559000.0,2.0,1.0,1240,6400,1.0,0,1,4,1060,180,1938,,"5927 35th Ave SW, Seattle, WA 98126, USA",20140618T000000,5927 35th Ave SW,Seattle,WA 98126,USA,98126
2014-06-18,739888.0,3.0,2.5,2420,43177,2.0,0,4,4,1690,730,1989,,"4280 E Lake Sammamish Pkwy SE, Sammamish, WA 98075, USA",20140618T000000,4280 E Lake Sammamish Pkwy SE,Sammamish,WA 98075,USA,98075
2014-06-18,568450.0,5.0,3.5,3260,58806,2.0,0,0,4,3260,0,1969,,"25806 136th Ave SE, Kent, WA 98042, USA",20140618T000000,25806 136th Ave SE,Kent,WA 98042,USA,98042
2014-06-18,240000.0,2.0,1.0,670,10920,1.0,0,0,3,670,0,1942,,"10025-10037 31st Ave SW, Seattle, WA 98146, USA",20140618T000000,10025-10037 31st Ave SW,Seattle,WA 98146,USA,98146
2014-06-18,574950.0,5.0,3.25,3160,10000,2.0,0,0,4,3160,0,1980,,"1010 Greenwood Blvd SW, Issaquah, WA 98027, USA",20140618T000000,1010 Greenwood Blvd SW,Issaquah,WA 98027,USA,98027
2014-06-18,180000.0,3.0,2.25,1990,6350,2.0,0,0,3,1990,0,1967,,"24433 14th Ave S, Des Moines, WA 98198, USA",20140618T000000,24433 14th Ave S,Des Moines,WA 98198,USA,98198
2014-06-18,1160000.0,4.0,3.5,4680,9700,2.0,0,0,3,3360,1320,2005,,"13128 SE Newport Way, Bellevue, WA 98006, USA",20140618T000000,13128 SE Newport Way,Bellevue,WA 98006,USA,98006
2014-06-18,300000.0,3.0,2.5,1700,3575,2.0,0,0,3,1700,0,2000,,"6729 Shaffer Ave S, Seattle, WA 98108, USA",20140618T000000,6729 Shaffer Ave S,Seattle,WA 98108,USA,98108
2014-06-18,630000.0,4.0,2.5,2807,9430,2.0,0,0,3,2807,0,1996,,"8820 NE 160th Pl, Kenmore, WA 98028, USA",20140618T000000,8820 NE 160th Pl,Kenmore,WA 98028,USA,98028
2014-06-18,507000.0,4.0,1.75,1770,9375,1.0,0,0,4,1170,600,1968,,"10415 171st Ave NE, Redmond, WA 98052, USA",20140618T000000,10415 171st Ave NE,Redmond,WA 98052,USA,98052
2014-06-18,287500.0,4.0,2.5,2570,9000,1.0,0,0,4,1590,980,1979,,"33749 29th Ct SW, Federal Way, WA 98023, USA",20140618T000000,33749 29th Ct SW,Federal Way,WA 98023,USA,98023
2014-06-18,688000.0,3.0,3.0,3450,16200,2.0,0,0,3,3450,0,1983,,"22401 NE 25th Way, Sammamish, WA 98074, USA",20140618T000000,22401 NE 25th Way,Sammamish,WA 98074,USA,98074
2014-06-18,424000.0,3.0,2.0,1670,7700,1.0,0,0,3,1170,500,1972,,"10526 NE 139th St, Kirkland, WA 98034, USA",20140618T000000,10526 NE 139th St,Kirkland,WA 98034,USA,98034
2014-06-18,400000.0,3.0,1.75,1050,6150,1.5,0,0,4,950,100,1928,,"3617 48th Ave SW, Seattle, WA 98116, USA",20140618T000000,3617 48th Ave SW,Seattle,WA 98116,USA,98116
2014-06-18,620000.0,4.0,2.5,1910,7683,2.0,0,0,3,1910,0,1987,,"4513 186th Ave SE, Issaquah, WA 98027, USA",20140618T000000,4513 186th Ave SE,Issaquah,WA 98027,USA,98027
2014-06-18,300000.0,3.0,1.0,910,7700,1.0,0,0,4,910,0,1971,,"14200-14230 77th Ave NE, Kirkland, WA 98034, USA",20140618T000000,14200-14230 77th Ave NE,Kirkland,WA 98034,USA,98034
2014-06-18,615000.0,5.0,2.25,2480,12070,2.0,0,0,3,2480,0,1978,,"2206 Sahalee Dr E, Sammamish, WA 98074, USA",20140618T000000,2206 Sahalee Dr E,Sammamish,WA 98074,USA,98074
2014-06-18,206000.0,2.0,1.5,1820,8867,2.0,0,0,3,1820,0,1921,,"5206 S 142nd St, Tukwila, WA 98168, USA",20140618T000000,5206 S 142nd St,Tukwila,WA 98168,USA,98168
2014-06-18,515500.0,4.0,2.5,2920,7700,2.0,0,0,3,2920,0,2003,,"14821 272nd Pl NE, Duvall, WA 98019, USA",20140618T000000,14821 272nd Pl NE,Duvall,WA 98019,USA,98019
2014-06-18,554000.0,5.0,2.25,1870,11411,1.0,0,0,4,1170,700,1961,,"15871 37th Ave NE, Lake Forest Park, WA 98155, USA",20140618T000000,15871 37th Ave NE,Lake Forest Park,WA 98155,USA,98155
2014-06-18,825000.0,4.0,3.5,3810,9792,2.0,0,0,3,3810,0,1938,2013.0,"11229 37th Ave SW, Seattle, WA 98146, USA",20140618T000000,11229 37th Ave SW,Seattle,WA 98146,USA,98146
2014-06-18,855000.0,4.0,2.25,2190,4080,2.0,0,0,3,1800,390,1918,,"2536 1st Ave W, Seattle, WA 98119, USA",20140618T000000,2536 1st Ave W,Seattle,WA 98119,USA,98119
2014-06-18,315000.0,3.0,2.5,1730,6368,2.0,0,0,3,1730,0,1993,,"28001 232nd Pl SE, Maple Valley, WA 98038, USA",20140618T000000,28001 232nd Pl SE,Maple Valley,WA 98038,USA,98038
2014-06-18,299000.0,5.0,2.5,2220,9360,1.0,0,0,4,1110,1110,1968,,"18820 129th Pl SE, Renton, WA 98058, USA",20140618T000000,18820 129th Pl SE,Renton,WA 98058,USA,98058
2014-06-18,650000.0,3.0,1.5,1320,8114,1.0,0,0,3,1320,0,1951,,"3110 109th Ave SE, Bellevue, WA 98004, USA",20140618T000000,3110 109th Ave SE,Bellevue,WA 98004,USA,98004
2014-06-18,465000.0,3.0,1.75,1510,4800,1.0,0,2,3,860,650,1925,2011.0,"3040 SW Avalon Way, Seattle, WA 98126, USA",20140618T000000,3040 SW Avalon Way,Seattle,WA 98126,USA,98126
2014-06-18,535000.0,3.0,2.0,2120,4080,2.0,0,0,3,2120,0,2003,,"9115 227 Ave NE, Redmond, WA 98053, USA",20140618T000000,9115 227 Ave NE,Redmond,WA 98053,USA,98053
2014-06-18,564000.0,2.0,2.0,1690,4500,1.0,0,0,3,1690,0,2004,,"23112 NE 127th Way, Redmond, WA 98053, USA",20140618T000000,23112 NE 127th Way,Redmond,WA 98053,USA,98053
2014-06-18,515000.0,3.0,3.5,1360,1419,2.0,0,0,3,1040,320,2007,,"5609 11th Ave NW, Seattle, WA 98107, USA",20140618T000000,5609 11th Ave NW,Seattle,WA 98107,USA,98107
2014-06-18,580000.0,4.0,2.5,3250,5000,2.0,0,0,3,3250,0,2008,,"976 Jericho Pl NE, Renton, WA 98059, USA",20140618T000000,976 Jericho Pl NE,Renton,WA 98059,USA,98059
2014-06-18,309000.0,3.0,2.25,1490,1294,2.0,0,0,3,1220,270,2010,,"5011-5021 Delridge Way SW, Seattle, WA 98106, USA",20140618T000000,5011-5021 Delridge Way SW,Seattle,WA 98106,USA,98106
2014-06-18,536751.0,3.0,1.75,1930,6360,1.0,0,0,3,1930,0,2013,,"9129 Nye Ave SE, Snoqualmie, WA 98065, USA",20140618T000000,9129 Nye Ave SE,Snoqualmie,WA 98065,USA,98065
2014-06-18,415000.0,4.0,2.5,2020,5501,2.0,0,0,3,2020,0,2010,,"681 Ilwaco Ave NE, Renton, WA 98059, USA",20140618T000000,681 Ilwaco Ave NE,Renton,WA 98059,USA,98059
2014-06-18,267000.0,3.0,2.25,1584,2800,2.0,0,0,3,1584,0,2012,,"1376 43rd St NE, Auburn, WA 98002, USA",20140618T000000,1376 43rd St NE,Auburn,WA 98002,USA,98002
2014-06-18,820000.0,4.0,2.5,3170,8523,2.0,0,0,3,3170,0,2008,,"9401 117th Ave NE, Kirkland, WA 98033, USA",20140618T000000,9401 117th Ave NE,Kirkland,WA 98033,USA,98033
2014-06-18,1399950.0,4.0,2.75,3870,10046,2.0,0,0,3,3870,0,2005,,"6515 112th Ave NE, Kirkland, WA 98033, USA",20140618T000000,6515 112th Ave NE,Kirkland,WA 98033,USA,98033
2014-06-18,485000.0,2.0,2.5,1430,923,3.0,0,0,3,1410,20,2008,,"303 N 55th St, Seattle, WA 98103, USA",20140618T000000,303 N 55th St,Seattle,WA 98103,USA,98103
2014-06-18,482000.0,3.0,3.25,1380,1120,3.0,0,0,3,1380,0,2008,,"4507 Linden Ave N, Seattle, WA 98103, USA",20140618T000000,4507 Linden Ave N,Seattle,WA 98103,USA,98103
2014-06-18,535000.0,4.0,2.5,2610,4595,2.0,0,0,3,2610,0,2008,,"7810 NE 199th St, Kenmore, WA 98028, USA",20140618T000000,7810 NE 199th St,Kenmore,WA 98028,USA,98028
2014-06-18,690000.0,3.0,3.25,1540,1428,3.0,0,0,3,1540,0,2013,,"423 N 50th St, Seattle, WA 98103, USA",20140618T000000,423 N 50th St,Seattle,WA 98103,USA,98103
2014-06-19,576000.0,3.0,2.5,1940,9000,1.0,0,0,4,970,970,1948,,"8817 28th Ave NW, Seattle, WA 98117, USA",20140619T000000,8817 28th Ave NW,Seattle,WA 98117,USA,98117
2014-06-19,378750.0,3.0,2.5,2160,3000,1.5,0,0,3,1260,900,1909,2011.0,"3508 S Genesee St, Seattle, WA 98118, USA",20140619T000000,3508 S Genesee St,Seattle,WA 98118,USA,98118
2014-06-19,269900.0,4.0,1.75,1530,8750,1.5,0,0,4,1530,0,1968,,"13805 SE Fairwood Blvd, Renton, WA 98058, USA",20140619T000000,13805 SE Fairwood Blvd,Renton,WA 98058,USA,98058
2014-06-19,210000.0,3.0,2.0,1440,7210,1.0,0,0,3,1440,0,1983,,"11803 SE 322nd Pl, Auburn, WA 98092, USA",20140619T000000,11803 SE 322nd Pl,Auburn,WA 98092,USA,98092
2014-06-19,429900.0,4.0,2.5,2640,8625,2.0,0,0,3,2640,0,1987,,"14007 SE 159th Pl, Renton, WA 98058, USA",20140619T000000,14007 SE 159th Pl,Renton,WA 98058,USA,98058
2014-06-19,1525000.0,4.0,3.25,3620,5131,2.0,0,3,4,2350,1270,1927,,"3283 Conkling Pl W, Seattle, WA 98119, USA",20140619T000000,3283 Conkling Pl W,Seattle,WA 98119,USA,98119
2014-06-19,360000.0,4.0,2.5,2850,4650,2.0,0,0,3,2850,0,2004,,"27437 237th Ave SE, Maple Valley, WA 98038, USA",20140619T000000,27437 237th Ave SE,Maple Valley,WA 98038,USA,98038
2014-06-19,405000.0,2.0,1.0,1260,4377,1.0,0,0,4,1260,0,1947,,"9532 Phinney Ave N, Seattle, WA 98103, USA",20140619T000000,9532 Phinney Ave N,Seattle,WA 98103,USA,98103
2014-06-19,450000.0,3.0,1.75,1610,11200,1.0,0,0,3,1610,0,1955,,"12234 NE 65th St, Kirkland, WA 98033, USA",20140619T000000,12234 NE 65th St,Kirkland,WA 98033,USA,98033
2014-06-19,703000.0,3.0,2.0,1360,5980,1.5,0,0,3,1360,0,1945,2008.0,"4401 SW Hill St, Seattle, WA 98116, USA",20140619T000000,4401 SW Hill St,Seattle,WA 98116,USA,98116
2014-06-19,661000.0,4.0,2.5,2496,8058,2.0,0,0,3,2496,0,1998,,"8517 143rd Ct NE, Redmond, WA 98052, USA",20140619T000000,8517 143rd Ct NE,Redmond,WA 98052,USA,98052
2014-06-19,580000.0,4.0,2.25,2160,9593,1.0,0,0,3,2160,0,1969,,"2422 171 Ave SE, Bellevue, WA 98008, USA",20140619T000000,2422 171 Ave SE,Bellevue,WA 98008,USA,98008
2014-06-19,464000.0,3.0,1.0,1320,3625,2.0,0,0,3,1320,0,1900,,"316 35th Ave, Seattle, WA 98122, USA",20140619T000000,316 35th Ave,Seattle,WA 98122,USA,98122
2014-06-19,945000.0,2.0,2.5,2540,7089,2.0,0,0,3,2540,0,2004,,"3241 63rd Ave SW, Seattle, WA 98116, USA",20140619T000000,3241 63rd Ave SW,Seattle,WA 98116,USA,98116
2014-06-19,659500.0,4.0,3.0,2620,18362,1.0,0,0,4,1870,750,1956,,"11605 SE 45th Pl, Bellevue, WA 98006, USA",20140619T000000,11605 SE 45th Pl,Bellevue,WA 98006,USA,98006
2014-06-19,200000.0,3.0,1.5,1140,8340,1.0,0,0,3,1140,0,1960,,"14015 43rd Ave S, Tukwila, WA 98168, USA",20140619T000000,14015 43rd Ave S,Tukwila,WA 98168,USA,98168
2014-06-19,280000.0,3.0,2.0,1790,42399,1.0,0,0,4,1790,0,1990,,"15611 SE 322nd Pl, Auburn, WA 98092, USA",20140619T000000,15611 SE 322nd Pl,Auburn,WA 98092,USA,98092
2014-06-19,1325000.0,4.0,2.5,2440,3600,2.5,0,0,4,2440,0,1902,,"400 W Highland Dr, Seattle, WA 98119, USA",20140619T000000,400 W Highland Dr,Seattle,WA 98119,USA,98119
2014-06-19,346150.0,3.0,2.0,2140,7200,1.0,0,0,4,1480,660,1966,,"2515 NE 19th St, Renton, WA 98056, USA",20140619T000000,2515 NE 19th St,Renton,WA 98056,USA,98056
2014-06-19,197500.0,3.0,1.0,1330,5412,2.0,0,0,5,1330,0,1905,,"1535 Griffin Ave, Enumclaw, WA 98022, USA",20140619T000000,1535 Griffin Ave,Enumclaw,WA 98022,USA,98022
2014-06-19,799000.0,4.0,2.5,2590,7910,2.0,0,0,3,2590,0,2001,,"4022 NE 95th St, Seattle, WA 98115, USA",20140619T000000,4022 NE 95th St,Seattle,WA 98115,USA,98115
2014-06-19,1309500.0,4.0,4.5,4750,13912,2.0,0,2,3,3600,1150,2005,,"7732 Seward Park Ave S, Seattle, WA 98118, USA",20140619T000000,7732 Seward Park Ave S,Seattle,WA 98118,USA,98118
2014-06-19,350000.0,2.0,1.0,1620,9205,1.0,0,0,5,850,770,1921,,"12411 84th Ave NE, Kirkland, WA 98034, USA",20140619T000000,12411 84th Ave NE,Kirkland,WA 98034,USA,98034
2014-06-19,720000.0,4.0,2.5,2440,34290,2.0,0,0,3,2440,0,1987,,"7210 221st Ave NE, Redmond, WA 98053, USA",20140619T000000,7210 221st Ave NE,Redmond,WA 98053,USA,98053
2014-06-19,519000.0,3.0,2.75,2020,10744,1.0,0,0,5,1270,750,1954,,"18107-18199 6th Ave SW, Normandy Park, WA 98166, USA",20140619T000000,18107-18199 6th Ave SW,Normandy Park,WA 98166,USA,98166
2014-06-19,590300.0,3.0,1.5,1470,7200,2.0,0,0,4,1470,0,1907,,"4709 43rd Ave S, Seattle, WA 98118, USA",20140619T000000,4709 43rd Ave S,Seattle,WA 98118,USA,98118
2014-06-19,2200000.0,5.0,4.75,5990,10450,2.0,1,4,3,4050,1940,2002,,"5170 NW Sammamish Rd, Issaquah, WA 98027, USA",20140619T000000,5170 NW Sammamish Rd,Issaquah,WA 98027,USA,98027
2014-06-19,410000.0,6.0,2.75,2520,9324,1.0,0,0,4,1320,1200,1962,,"3306 NE 185th St, Lake Forest Park, WA 98155, USA",20140619T000000,3306 NE 185th St,Lake Forest Park,WA 98155,USA,98155
2014-06-19,437000.0,2.0,1.75,1440,4225,1.0,0,0,3,1440,0,2005,,"23047 NE 130th St, Redmond, WA 98053, USA",20140619T000000,23047 NE 130th St,Redmond,WA 98053,USA,98053
2014-06-19,221000.0,3.0,2.25,1640,7350,1.0,0,0,3,1140,500,1984,,"37724 26th Dr S, Federal Way, WA 98003, USA",20140619T000000,37724 26th Dr S,Federal Way,WA 98003,USA,98003
2014-06-19,380000.0,4.0,2.25,2150,20181,1.0,0,0,3,1090,1060,1963,,"18507 71st Ave NE, Kenmore, WA 98028, USA",20140619T000000,18507 71st Ave NE,Kenmore,WA 98028,USA,98028
2014-06-19,506000.0,2.0,1.0,1570,8210,1.0,0,0,4,1150,420,1952,,"12723 11th Ave NW, Seattle, WA 98177, USA",20140619T000000,12723 11th Ave NW,Seattle,WA 98177,USA,98177
2014-06-19,395000.0,4.0,1.0,1980,10350,1.0,0,0,4,1430,550,1968,,"475 SW Forest Dr, Issaquah, WA 98027, USA",20140619T000000,475 SW Forest Dr,Issaquah,WA 98027,USA,98027
2014-06-19,285000.0,3.0,1.0,1210,4731,1.5,0,0,3,1210,0,1901,,"7749-7999 31st Ave NW, Seattle, WA 98117, USA",20140619T000000,7749-7999 31st Ave NW,Seattle,WA 98117,USA,98117
2014-06-19,311000.0,3.0,1.75,1900,3000,1.5,0,0,5,1070,830,1903,,"8653 Wabash Ave S, Seattle, WA 98118, USA",20140619T000000,8653 Wabash Ave S,Seattle,WA 98118,USA,98118
2014-06-19,520000.0,3.0,1.75,1940,219527,1.0,0,0,3,1940,0,1991,,"24020 SE 202nd St, Maple Valley, WA 98038, USA",20140619T000000,24020 SE 202nd St,Maple Valley,WA 98038,USA,98038
2014-06-19,435000.0,3.0,1.75,1310,8065,1.0,0,0,4,1310,0,1948,,"9729 Dibble Ave NW, Seattle, WA 98117, USA",20140619T000000,9729 Dibble Ave NW,Seattle,WA 98117,USA,98117
2014-06-19,120000.0,2.0,1.0,990,39964,1.0,0,0,2,990,0,1945,,"19229 SE 272nd St, Kent, WA 98042, USA",20140619T000000,19229 SE 272nd St,Kent,WA 98042,USA,98042
2014-06-19,1440000.0,3.0,3.5,3870,3819,2.0,0,0,3,2760,1110,2002,,"2720 Boyer Ave E, Seattle, WA 98102, USA",20140619T000000,2720 Boyer Ave E,Seattle,WA 98102,USA,98102
2014-06-19,186000.0,3.0,2.0,1340,4320,1.0,0,0,3,920,420,1912,1993.0,"119 10th St SE, Auburn, WA 98002, USA",20140619T000000,119 10th St SE,Auburn,WA 98002,USA,98002
2014-06-19,756000.0,4.0,2.25,2160,5600,1.0,0,0,5,1080,1080,1947,,"2667 11th Ave W, Seattle, WA 98119, USA",20140619T000000,2667 11th Ave W,Seattle,WA 98119,USA,98119
2014-06-19,248000.0,4.0,2.0,2080,13510,1.0,0,0,3,1040,1040,1950,,"6105 S 124th St, Seattle, WA 98178, USA",20140619T000000,6105 S 124th St,Seattle,WA 98178,USA,98178
2014-06-19,287000.0,3.0,2.0,1300,11374,1.5,0,0,5,1300,0,1933,,"13304 24th Ave S, SeaTac, WA 98168, USA",20140619T000000,13304 24th Ave S,SeaTac,WA 98168,USA,98168
2014-06-19,510000.0,4.0,2.5,2610,8031,2.0,0,0,3,2610,0,1998,,"19615 55th Ave NE, Lake Forest Park, WA 98155, USA",20140619T000000,19615 55th Ave NE,Lake Forest Park,WA 98155,USA,98155
2014-06-19,249000.0,3.0,1.0,1050,8498,1.0,0,0,4,1050,0,1959,,"22115 104th Pl SE, Kent, WA 98031, USA",20140619T000000,22115 104th Pl SE,Kent,WA 98031,USA,98031
2014-06-19,340000.0,3.0,2.5,2480,6112,2.0,0,0,3,2480,0,2004,,"18210 170th Pl SE, Renton, WA 98058, USA",20140619T000000,18210 170th Pl SE,Renton,WA 98058,USA,98058
2014-06-19,399888.0,4.0,2.25,1820,8255,1.5,0,0,4,1320,500,1930,,"1559 N 130th St, Seattle, WA 98133, USA",20140619T000000,1559 N 130th St,Seattle,WA 98133,USA,98133
2014-06-19,440000.0,3.0,1.75,1170,8740,1.0,0,0,4,1170,0,1968,,"9319 167th Ave NE, Redmond, WA 98052, USA",20140619T000000,9319 167th Ave NE,Redmond,WA 98052,USA,98052
2014-06-19,899000.0,4.0,2.25,2370,6000,1.0,0,2,3,1440,930,1959,,"2411 NW Blue Ridge Dr, Seattle, WA 98177, USA",20140619T000000,2411 NW Blue Ridge Dr,Seattle,WA 98177,USA,98177
2014-06-19,540500.0,5.0,3.75,3090,7415,2.0,0,0,3,3090,0,2014,,"493 S 187th Ln, Burien, WA 98148, USA",20140619T000000,493 S 187th Ln,Burien,WA 98148,USA,98148
2014-06-19,385000.0,3.0,1.75,2310,11200,1.0,0,0,4,1630,680,1978,,"26525 Woodland Way S, Kent, WA 98030, USA",20140619T000000,26525 Woodland Way S,Kent,WA 98030,USA,98030
2014-06-19,558000.0,4.0,2.25,2060,10358,1.0,0,0,4,1320,740,1962,,"6132-6198 125th Ave SE, Bellevue, WA 98006, USA",20140619T000000,6132-6198 125th Ave SE,Bellevue,WA 98006,USA,98006
2014-06-19,600000.0,3.0,2.0,2540,237402,1.0,0,0,3,2540,0,2007,,"37124-37118 237th Pl SE, Enumclaw, WA 98022, USA",20140619T000000,37124-37118 237th Pl SE,Enumclaw,WA 98022,USA,98022
2014-06-19,450000.0,4.0,2.5,2400,7693,2.0,0,0,3,2400,0,2003,,"378 Nile Pl NE, Renton, WA 98059, USA",20140619T000000,378 Nile Pl NE,Renton,WA 98059,USA,98059
2014-06-19,232500.0,3.0,1.0,1320,8450,1.0,0,0,3,880,440,1961,,"30606 2nd Ave SW, Federal Way, WA 98023, USA",20140619T000000,30606 2nd Ave SW,Federal Way,WA 98023,USA,98023
2014-06-19,436000.0,2.0,1.0,790,6600,1.0,0,0,3,790,0,1949,,"1524 30th Ave, Seattle, WA 98122, USA",20140619T000000,1524 30th Ave,Seattle,WA 98122,USA,98122
2014-06-19,240000.0,4.0,2.0,1790,14690,1.0,0,1,4,1670,120,1960,,"1009 S 229th Pl, Des Moines, WA 98198, USA",20140619T000000,1009 S 229th Pl,Des Moines,WA 98198,USA,98198
2014-06-19,489950.0,3.0,2.25,1820,7326,2.0,0,0,3,1820,0,1983,,"9243 NE 126th Pl, Kirkland, WA 98034, USA",20140619T000000,9243 NE 126th Pl,Kirkland,WA 98034,USA,98034
2014-06-19,680000.0,6.0,2.0,1670,3000,1.0,0,0,5,900,770,1911,,"4718 11th Ave NE, Seattle, WA 98105, USA",20140619T000000,4718 11th Ave NE,Seattle,WA 98105,USA,98105
2014-06-19,1068000.0,5.0,3.5,3990,9938,2.0,0,0,3,3990,0,2001,,"13828 SE 92nd St, Newcastle, WA 98059, USA",20140619T000000,13828 SE 92nd St,Newcastle,WA 98059,USA,98059
2014-06-19,352450.0,3.0,2.0,1430,6000,1.0,0,0,5,1430,0,1945,,"17510 12th Ave NE, Shoreline, WA 98155, USA",20140619T000000,17510 12th Ave NE,Shoreline,WA 98155,USA,98155
2014-06-19,335000.0,4.0,2.0,2030,103672,1.0,0,0,4,2030,0,1969,,"27610 SE Mud Mountain Rd, Enumclaw, WA 98022, USA",20140619T000000,27610 SE Mud Mountain Rd,Enumclaw,WA 98022,USA,98022
2014-06-19,549000.0,4.0,1.75,1290,3060,2.0,0,0,4,1290,0,1906,,"742 N 70th St, Seattle, WA 98103, USA",20140619T000000,742 N 70th St,Seattle,WA 98103,USA,98103
2014-06-19,1240000.0,4.0,3.5,3820,13224,2.0,0,0,3,3280,540,1990,,"1037 106th Ave SE, Bellevue, WA 98004, USA",20140619T000000,1037 106th Ave SE,Bellevue,WA 98004,USA,98004
2014-06-19,618250.0,4.0,3.25,2520,3360,1.5,0,0,4,1550,970,1931,,"7019 Brooklyn Ave NE, Seattle, WA 98115, USA",20140619T000000,7019 Brooklyn Ave NE,Seattle,WA 98115,USA,98115
2014-06-19,1815000.0,5.0,3.0,3880,13000,2.0,0,0,3,3880,0,1972,2003.0,"7845 SE 62nd St, Mercer Island, WA 98040, USA",20140619T000000,7845 SE 62nd St,Mercer Island,WA 98040,USA,98040
2014-06-19,850000.0,2.0,1.75,1590,5136,1.5,0,3,3,1320,270,1927,,"2505 42nd Ave W, Seattle, WA 98199, USA",20140619T000000,2505 42nd Ave W,Seattle,WA 98199,USA,98199
2014-06-19,930000.0,5.0,2.0,3530,9385,1.5,0,0,3,3530,0,1925,,"2833 Cascadia Ave S, Seattle, WA 98144, USA",20140619T000000,2833 Cascadia Ave S,Seattle,WA 98144,USA,98144
2014-06-19,505000.0,3.0,2.5,1610,4611,2.0,0,0,3,1610,0,1996,,"24944 SE 43rd St, Issaquah, WA 98029, USA",20140619T000000,24944 SE 43rd St,Issaquah,WA 98029,USA,98029
2014-06-19,925000.0,4.0,2.5,3280,209088,2.0,0,0,3,3280,0,1994,,"5310 236th Ave NE, Redmond, WA 98053, USA",20140619T000000,5310 236th Ave NE,Redmond,WA 98053,USA,98053
2014-06-19,275000.0,3.0,1.75,1860,15681,1.0,0,0,4,1860,0,1971,,"304 SW 316th St, Federal Way, WA 98023, USA",20140619T000000,304 SW 316th St,Federal Way,WA 98023,USA,98023
2014-06-19,499000.0,3.0,1.75,1840,5000,1.0,0,0,4,920,920,1910,,"7043 Mary Ave NW, Seattle, WA 98117, USA",20140619T000000,7043 Mary Ave NW,Seattle,WA 98117,USA,98117
2014-06-19,507000.0,3.0,2.5,2120,7201,2.0,0,0,3,2120,0,2003,,"12200 Densmore Ave N, Seattle, WA 98133, USA",20140619T000000,12200 Densmore Ave N,Seattle,WA 98133,USA,98133
2014-06-19,619850.0,4.0,2.5,2270,9247,1.0,0,0,5,1500,770,1972,,"4802 122nd Ave SE, Bellevue, WA 98006, USA",20140619T000000,4802 122nd Ave SE,Bellevue,WA 98006,USA,98006
2014-06-19,500000.0,3.0,2.5,2840,48716,1.0,0,3,3,1870,970,1994,,"9320 318th Pl NE, Carnation, WA 98014, USA",20140619T000000,9320 318th Pl NE,Carnation,WA 98014,USA,98014
2014-06-19,310000.0,4.0,1.5,1220,9600,1.0,0,0,3,1220,0,1980,,"4201 Regal St, Carnation, WA 98014, USA",20140619T000000,4201 Regal St,Carnation,WA 98014,USA,98014
2014-06-19,646000.0,4.0,2.5,2310,4079,2.0,0,0,3,2310,0,2008,,"8903 3rd Ave NW, Seattle, WA 98117, USA",20140619T000000,8903 3rd Ave NW,Seattle,WA 98117,USA,98117
2014-06-19,265000.0,3.0,1.75,1840,7300,1.0,0,0,3,1840,0,1966,,"2714 SW 323rd St, Federal Way, WA 98023, USA",20140619T000000,2714 SW 323rd St,Federal Way,WA 98023,USA,98023
2014-06-19,475000.0,3.0,2.5,950,1110,2.0,0,0,3,950,0,2003,,"419 Federal Ave E, Seattle, WA 98102, USA",20140619T000000,419 Federal Ave E,Seattle,WA 98102,USA,98102
2014-06-19,600000.0,4.0,2.25,3070,8400,2.0,0,0,4,3070,0,1970,,"12869-12951 NE 144th Way, Kirkland, WA 98034, USA",20140619T000000,12869-12951 NE 144th Way,Kirkland,WA 98034,USA,98034
2014-06-19,470000.0,3.0,2.0,1730,38884,1.0,0,0,3,1730,0,1997,,"29448 SE 208th St, Maple Valley, WA 98038, USA",20140619T000000,29448 SE 208th St,Maple Valley,WA 98038,USA,98038
2014-06-19,319950.0,2.0,1.0,920,8341,1.0,0,0,3,920,0,1939,,"11260 Marine View Dr SW, Seattle, WA 98146, USA",20140619T000000,11260 Marine View Dr SW,Seattle,WA 98146,USA,98146
2014-06-19,712000.0,3.0,2.75,3200,6699,2.0,0,0,3,3200,0,2004,,"26008 SE 23rd Pl, Sammamish, WA 98075, USA",20140619T000000,26008 SE 23rd Pl,Sammamish,WA 98075,USA,98075
2014-06-19,775000.0,4.0,2.75,3010,15992,2.0,0,0,3,3010,0,1996,,"25916 SE 22nd Pl, Sammamish, WA 98075, USA",20140619T000000,25916 SE 22nd Pl,Sammamish,WA 98075,USA,98075
